,id,type_ids,lat,lon,parent_id,scientific_name,en_name,en_wikipedia_url
143,675351,93,30.295279280489897,-97.7414446045302,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
144,675361,93,30.293682567069602,-97.73921513911829,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
145,675506,93,30.294782582167898,-97.740130468639,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
146,675529,93,30.2828969872131,-97.7530258754215,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
147,675556,93,30.2830020621385,-97.7530701587986,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
148,675563,93,30.2815590845071,-97.7513448844504,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
149,675621,93,30.270202434679604,-97.7468348120072,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
150,675691,93,30.293781823082,-97.7393712257557,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
151,675731,93,30.2937960952186,-97.73951790070049,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
152,675797,93,30.2626372119307,-97.7381651038266,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
153,675918,93,30.306672923045,-97.74609185194478,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
154,676125,93,30.2721916248765,-97.74584465487179,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
155,676409,93,30.261675425565098,-97.75109956043491,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
156,676411,93,30.263420829778102,-97.75430450134041,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
157,676437,93,30.2743847871523,-97.7517834992121,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
158,676438,93,30.274279982266304,-97.75137769808408,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
159,676453,93,30.307105081630603,-97.74707872727319,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
160,676587,93,30.298654092101998,-97.73846623999891,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
161,677056,93,30.2943155182063,-97.7398735877528,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
162,677225,93,30.2731552321554,-97.75103775752191,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
163,677230,93,30.2727864564823,-97.7508243574255,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
164,677231,93,30.273200713698802,-97.75049418836029,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
165,677377,93,30.2726636486138,-97.7503192284464,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
166,677384,93,30.2726723145716,-97.75057993767228,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
167,677393,93,30.2937817593958,-97.73859358930241,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
168,677406,93,30.303204636978197,-97.73800748674678,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
169,677509,93,30.292606955334602,-97.74696010222901,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
170,677510,93,30.2927213871851,-97.7469030698724,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
171,677527,93,30.3066552878858,-97.7460483200256,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
172,677650,93,30.296920360294198,-97.7390534718934,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
173,677654,93,30.2956910357332,-97.7400020072406,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
174,677655,93,30.297899706479697,-97.73911063117451,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
175,677861,93,30.2937521103819,-97.7394169975137,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
176,678041,93,30.263489277279803,-97.7457413044056,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
177,678147,93,30.295613194105602,-97.7486275484952,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
178,678164,93,30.2949329825243,-97.7403608056201,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
179,678295,93,30.293694507600698,-97.7391677851286,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
180,678356,93,30.2626589523204,-97.737632141315,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
181,678532,93,30.2700534183868,-97.7466648534974,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
182,678744,93,30.294848209923302,-97.7400328620787,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
183,678848,93,30.2979917166647,-97.7484206100733,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
184,678966,93,30.263930058615102,-97.7554752056806,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
185,679040,93,30.2943209912318,-97.7398396235046,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
186,679051,93,30.302601629561,-97.74746691972851,144.0,Carya illinoinensis,Pecan,http://en.wikipedia.org/wiki/Carya_illinoinensis
