,s_name_x,en_name_x,lon_x,lat_x,s_name_y,en_name_y,lon_y,lat_y,distance_ft,resistance
18165822,Carya illinoinensis,Pecan,-97.7677225575588,30.267710210478302,Diospyros texana,Texas persimmon,-97.767675333038,30.2676439718124,28.37841406405225,1
18166511,Carya illinoinensis,Pecan,-97.7677225575588,30.267710210478302,Celtis occidentalis,Common hackberry,-97.767660189312,30.2676629758758,26.13616039466128,1
18190785,Carya illinoinensis,Pecan,-97.7248671503372,30.298732190563896,Celtis laevigata,Sugarberry,-97.72489312842829,30.298742043193304,8.9372680422513,1
18191663,Carya illinoinensis,Pecan,-97.7248671503372,30.298732190563896,Celtis laevigata,Sugarberry,-97.7249093983362,30.298740503737697,13.648553556922085,1
18191728,Carya illinoinensis,Pecan,-97.7248671503372,30.298732190563896,Celtis laevigata,Sugarberry,-97.7248805634586,30.298746050166997,6.5889611983544265,1
18191818,Carya illinoinensis,Pecan,-97.7248671503372,30.298732190563896,Celtis laevigata,Sugarberry,-97.72490336583641,30.2987443964122,12.24550849762799,1
18202449,Carya illinoinensis,Pecan,-97.720637387727,30.3275622466338,Ulmus crassifolia,Cedar elm,-97.7206506089992,30.327632485076,25.95987843819552,1
18204589,Carya illinoinensis,Pecan,-97.720637387727,30.3275622466338,Quercus fusiformis,Texas live oak,-97.7204978130324,30.3276000530848,46.063825220301574,1
18251566,Carya illinoinensis,Pecan,-97.6890299367745,30.258362386548,Celtis laevigata,Sugarberry,-97.6890190461876,30.2583551477974,4.330201702928177,1
18251747,Carya illinoinensis,Pecan,-97.6890299367745,30.258362386548,Celtis laevigata,Sugarberry,-97.6889895020085,30.258443650580602,32.26822618739854,1
18252700,Carya illinoinensis,Pecan,-97.6890299367745,30.258362386548,Celtis laevigata,Sugarberry,-97.68895702062841,30.2584369569742,35.608969421779896,1
18286911,Carya illinoinensis,Pecan,-97.7321948988896,30.2504811573956,Quercus fusiformis,Texas live oak,-97.7322357922407,30.250574261199002,36.32802993671349,1
18322433,Carya illinoinensis,Pecan,-97.7506876981485,30.2726796289788,Ulmus crassifolia,Cedar elm,-97.7508219479053,30.2727462258169,48.77845377937706,1
18323868,Carya illinoinensis,Pecan,-97.7506876981485,30.2726796289788,Ulmus crassifolia,Cedar elm,-97.7508322285845,30.2727137313091,47.20542779586304,1
18328333,Carya illinoinensis,Pecan,-97.7506876981485,30.2726796289788,Celtis occidentalis,Common hackberry,-97.7507719983975,30.2727052012433,28.15084081946933,1
18328529,Carya illinoinensis,Pecan,-97.7506876981485,30.2726796289788,Celtis occidentalis,Common hackberry,-97.750623673968,30.2726423649563,24.325069629017413,1
18362011,Carya illinoinensis,Pecan,-97.7324833707333,30.2243216133818,Juniperus ashei,Ashe juniper,-97.7326088153474,30.224261783792,45.16665458598864,1
18389788,Carya illinoinensis,Pecan,-97.73822871643841,30.263372558150202,Ulmus americana,American elm,-97.7382144190008,30.2633804185158,5.340263569817605,1
18390346,Carya illinoinensis,Pecan,-97.73822871643841,30.263372558150202,Ulmus americana,American elm,-97.73822352169809,30.2633908264184,6.862560213310993,1
18391005,Carya illinoinensis,Pecan,-97.73822871643841,30.263372558150202,Quercus virginiana,Southern live oak,-97.73820966805141,30.263356807259804,8.309188596704226,1
18391234,Carya illinoinensis,Pecan,-97.73822871643841,30.263372558150202,Quercus virginiana,Southern live oak,-97.7381653884477,30.263390426771696,20.992124769832866,1
18450743,Carya illinoinensis,Pecan,-97.7471553043469,30.255889676466698,Ulmus americana,American elm,-97.7471401819088,30.255935586331898,17.413241211146754,1
18451170,Carya illinoinensis,Pecan,-97.7471553043469,30.255889676466698,Ulmus americana,American elm,-97.7471846833241,30.2558304940227,23.491663254399576,1
18458773,Carya illinoinensis,Pecan,-97.7471553043469,30.255889676466698,Washingtonia robusta,Mexican fan palm,-97.7471987172851,30.2557629367096,48.21764957491705,1
18499269,Carya illinoinensis,Pecan,-97.68901143895219,30.300610745228894,Catalpa bignonioides,Southern catalpa,-97.6890668409614,30.300598596533604,18.004306189020006,1
18511870,Carya illinoinensis,Pecan,-97.7447020843999,30.2459714562539,Ulmus americana,American elm,-97.74468722011991,30.245906912021898,24.00801079037643,1
18519159,Carya illinoinensis,Pecan,-97.7447020843999,30.2459714562539,Acer negundo,Box elder,-97.74481581030349,30.2459751339856,35.86593893300322,1
18519270,Carya illinoinensis,Pecan,-97.7447020843999,30.2459714562539,Acer negundo,Box elder,-97.74482035705549,30.2459650222052,37.34758272955441,1
18600244,Carya illinoinensis,Pecan,-97.6882370148167,30.2606060814897,Acer negundo,Box elder,-97.688124305249,30.2605926700416,35.850676235732394,1
18600427,Carya illinoinensis,Pecan,-97.6882370148167,30.2606060814897,Acer negundo,Box elder,-97.6882246436459,30.260593916852102,5.906793074648324,1
18677505,Carya illinoinensis,Pecan,-97.6893958313652,30.260300533000496,Celtis laevigata,Sugarberry,-97.6893878091354,30.260407219341,39.0025292847265,1
18683966,Carya illinoinensis,Pecan,-97.7194674411315,30.2530794727316,Cercis canadensis,Eastern redbud,-97.7193376604483,30.2530660706095,41.18877652489871,1
18684181,Carya illinoinensis,Pecan,-97.7194674411315,30.2530794727316,Cercis canadensis,Eastern redbud,-97.7193788067347,30.2530534336325,29.502383602226434,1
18726688,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.7433526721023,30.2468323242548,18.435699456880347,1
18726922,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.743346969356,30.2467012379495,43.76097265911016,1
18726924,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.7434200378634,30.2468729885327,44.050290938792216,1
18727004,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.7433321995487,30.246726352832397,33.56860100541168,1
18727044,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.74334395057741,30.246819716389698,14.546718894876603,1
18727045,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.74339560864159,30.2468696621947,36.85158141369779,1
18727128,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.74321427687309,30.2469273442846,49.23232514842212,1
18727175,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.7433342022324,30.246857171230804,19.505092622796347,1
18727257,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.74334098466129,30.2468546960835,20.13554596675161,1
18727258,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.7433547274041,30.2467698778768,23.878060196813973,1
18727292,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.74331105621211,30.2467788412674,13.297239354286887,1
18727500,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.7433490707924,30.246730379088802,34.31114883495882,1
18727537,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus ashei,Ashe juniper,-97.74343614166392,30.246811156431605,43.43731624699671,1
18733683,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Sideroxylon lanuginosum,Gum bully,-97.7432044448951,30.246909252094802,45.753461416983065,1
18735569,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Quercus virginiana,Southern live oak,-97.74315732482691,30.2468271366108,44.7141640112441,1
18739203,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Celtis laevigata,Sugarberry,-97.74320653855749,30.2469183782811,47.93971600154455,1
18740298,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus virginiana,Eastern red-cedar,-97.7431827063206,30.246870555159504,41.94962308896261,1
18740342,Carya illinoinensis,Pecan,-97.7432983392568,30.246813595840003,Juniperus virginiana,Eastern red-cedar,-97.74319000298401,30.2468965673594,45.62774154585123,1
18744682,Carya illinoinensis,Pecan,-97.72628104889161,30.3070502314781,Cercis canadensis,Eastern redbud,-97.72637184259571,30.307131976328,41.31647953796831,1
18744979,Carya illinoinensis,Pecan,-97.72628104889161,30.3070502314781,Cercis canadensis,Eastern redbud,-97.7263640950177,30.307146560395605,43.80736537255783,1
18746821,Carya illinoinensis,Pecan,-97.72628104889161,30.3070502314781,Robinia pseudoacacia,Black locust,-97.72627186521,30.306946631265003,37.90518584823609,1
18755227,Carya illinoinensis,Pecan,-97.72628104889161,30.3070502314781,Ulmus americana,American elm,-97.72615306556641,30.307003925076103,43.70576328428114,1
18779971,Carya illinoinensis,Pecan,-97.726348336803,30.307387226001,Celtis laevigata,Sugarberry,-97.7262860215838,30.307282683253604,42.89222692836535,1
18787549,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.744079513052,30.247250051805302,14.482211553435926,1
18787675,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.74417246658251,30.2472827616894,36.91902432030448,1
18787676,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.7440699589337,30.247228295486103,20.769098468572217,1
18787773,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.7440546924563,30.247201006961898,30.206384101803444,1
18787910,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.7440127921712,30.247165202516697,45.296263510862005,1
18787993,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.7439450545257,30.2472045108221,45.21548925720295,1
18788025,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.7441584600855,30.247246311924,35.26369061424249,1
18788151,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.74408948917679,30.2472406823255,19.063399722221067,1
18788152,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.74398787558269,30.2472225659304,30.837239584226428,1
18788236,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.74406433418591,30.247231317428497,19.357476227410263,1
18788256,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.744002430851,30.2471983552925,35.350002004812126,1
18788265,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.74398805856801,30.2472169047405,32.32695431128873,1
18788397,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus ashei,Ashe juniper,-97.7441542086849,30.2472973823392,31.554332245719518,1
18790615,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Ulmus crassifolia,Cedar elm,-97.74402333305349,30.247264730688,12.250120628830208,1
18797362,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Quercus virginiana,Southern live oak,-97.7441333493198,30.2471904124739,42.01729385031735,1
18799964,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Celtis laevigata,Sugarberry,-97.744172776516,30.247264148174896,37.70297736434453,1
18801058,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus virginiana,Eastern red-cedar,-97.74400118374929,30.247162190479003,47.53422011595154,1
18801178,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus virginiana,Eastern red-cedar,-97.74413799391621,30.247187315675603,43.793141403496335,1
18801686,Carya illinoinensis,Pecan,-97.74405532415881,30.247283804882997,Juniperus virginiana,Eastern red-cedar,-97.7441712969784,30.247202345904004,47.10527872840703,1
18822371,Carya illinoinensis,Pecan,-97.7376097028404,30.262745216400297,Broussonetia,Broussonetia,-97.73761146159849,30.2628165135811,26.016015744777196,1
18823092,Carya illinoinensis,Pecan,-97.7376097028404,30.262745216400297,Quercus stellata,Post oak,-97.7375084112936,30.2626509178506,46.92680874584053,1
18828438,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Juniperus ashei,Ashe juniper,-97.7455042894302,30.2426787674329,28.34042479533189,1
18828826,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Juniperus ashei,Ashe juniper,-97.74572345757228,30.2426411422325,49.032646390443354,1
18836352,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Ulmus americana,American elm,-97.74557505020171,30.242641142772698,6.24024094510879,1
18836353,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Ulmus americana,American elm,-97.7455560209433,30.2425628134048,22.999312132021366,1
18836840,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Quercus virginiana,Southern live oak,-97.74545373215429,30.2425984539286,37.59033156858591,1
18837124,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Quercus virginiana,Southern live oak,-97.74555538014499,30.2425394506317,31.449629661657653,1
18837576,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Quercus virginiana,Southern live oak,-97.74559710043721,30.242559462726398,25.441692992027388,1
18840353,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Celtis laevigata,Sugarberry,-97.745476445775,30.2426976774149,39.461920395692,1
18840537,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Celtis laevigata,Sugarberry,-97.7454585604425,30.2426995990115,44.22322975458906,1
18840702,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Celtis laevigata,Sugarberry,-97.7454852624672,30.2426878440776,35.00085040651647,1
18842131,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Juniperus virginiana,Eastern red-cedar,-97.745551842428,30.242750659151604,46.21572416705137,1
18842470,Carya illinoinensis,Pecan,-97.7455690257251,30.2426248484473,Juniperus virginiana,Eastern red-cedar,-97.74550886434359,30.242693657313104,31.458393520618447,1
18846888,Carya illinoinensis,Pecan,-97.75997139517851,30.2401985982399,Prunus mexicana,Mexican plum,-97.759843993403,30.2401249148118,48.32024991095695,1
18868929,Carya illinoinensis,Pecan,-97.7259101895533,30.2999333719591,Juniperus ashei,Ashe juniper,-97.72585518507928,30.3000218045534,36.61905526302328,1
18869014,Carya illinoinensis,Pecan,-97.7259101895533,30.2999333719591,Juniperus ashei,Ashe juniper,-97.72583836843219,30.300024790300103,40.29909929616183,1
18877141,Carya illinoinensis,Pecan,-97.7259101895533,30.2999333719591,Ulmus americana,American elm,-97.7258371474135,30.3000359590663,43.93110164409721,1
18882915,Carya illinoinensis,Pecan,-97.7259101895533,30.2999333719591,Juniperus virginiana,Eastern red-cedar,-97.72593492712829,30.299944546336697,8.793761409862078,1
18890488,Carya illinoinensis,Pecan,-97.76659768940469,30.241511102266802,Ulmus crassifolia,Cedar elm,-97.7665591944796,30.2416186661736,41.07337467829269,1
18890673,Carya illinoinensis,Pecan,-97.76659768940469,30.241511102266802,Ulmus crassifolia,Cedar elm,-97.7666403970129,30.241526287989203,14.555459671326307,1
18892331,Carya illinoinensis,Pecan,-97.76659768940469,30.241511102266802,Ulmus crassifolia,Cedar elm,-97.7666073580983,30.2415775517563,24.432385828109467,1
18892519,Carya illinoinensis,Pecan,-97.76659768940469,30.241511102266802,Ulmus crassifolia,Cedar elm,-97.7666561575423,30.2415375770783,20.804871565596663,1
18900955,Carya illinoinensis,Pecan,-97.76659768940469,30.241511102266802,Celtis laevigata,Sugarberry,-97.76659355436192,30.241576120177804,23.755130396552712,1
18901665,Carya illinoinensis,Pecan,-97.76659768940469,30.241511102266802,Celtis laevigata,Sugarberry,-97.7665816097974,30.241569060089102,21.742583090940798,1
18958609,Carya illinoinensis,Pecan,-97.7265033647353,30.2985890713475,Quercus virginiana,Southern live oak,-97.72655037592541,30.298677983662,35.65646144541722,1
18977401,Carya illinoinensis,Pecan,-97.7514348249252,30.2706860487576,Celtis occidentalis,Common hackberry,-97.7513911169005,30.270661654875898,16.396361780904492,1
19140580,Carya illinoinensis,Pecan,-97.7584838689672,30.2406792761057,Ulmus americana,American elm,-97.758517629452,30.240743680427,25.792504984890527,1
19159705,Carya illinoinensis,Pecan,-97.7104269527263,30.2623919082756,Sideroxylon lanuginosum,Gum bully,-97.71046695250351,30.2624905018458,38.11256007272355,1
19159762,Carya illinoinensis,Pecan,-97.7104269527263,30.2623919082756,Sideroxylon lanuginosum,Gum bully,-97.71042540054471,30.2623825805206,3.4378512239496506,1
19162713,Carya illinoinensis,Pecan,-97.7104269527263,30.2623919082756,Quercus virginiana,Southern live oak,-97.71029060025101,30.262390216810196,42.968871929801004,1
19165474,Carya illinoinensis,Pecan,-97.7104269527263,30.2623919082756,Celtis laevigata,Sugarberry,-97.7103499654146,30.2623252856081,34.33950700617152,1
19248491,Carya illinoinensis,Pecan,-97.6967666254105,30.303964614768702,Rhus lanceolata,Prairie sumac,-97.6968118145835,30.303912818944102,23.656471293541742,1
19255313,Carya illinoinensis,Pecan,-97.69537133018221,30.302604697024805,Ulmus crassifolia,Cedar elm,-97.69522612618691,30.302648767126797,48.47835420111531,1
19265022,Carya illinoinensis,Pecan,-97.69537133018221,30.302604697024805,Quercus polymorpha,Mexican white oak,-97.69524471532101,30.302533441990104,47.60383295086404,1
19289063,Carya illinoinensis,Pecan,-97.6967598681999,30.304027486119498,Rhus lanceolata,Prairie sumac,-97.6968118145835,30.303912818944102,44.91782261523149,1
19313473,Carya illinoinensis,Pecan,-97.7450743720002,30.2630964795964,Prunus mexicana,Mexican plum,-97.74515578685909,30.263034317023603,34.24004097293466,1
19316174,Carya illinoinensis,Pecan,-97.7450743720002,30.2630964795964,Ulmus crassifolia,Cedar elm,-97.74520851150959,30.263160659411398,48.318539157174136,1
19317222,Carya illinoinensis,Pecan,-97.7450743720002,30.2630964795964,Ulmus crassifolia,Cedar elm,-97.74507714806481,30.263139496107396,15.717326638992395,1
19318382,Carya illinoinensis,Pecan,-97.7450743720002,30.2630964795964,Ulmus crassifolia,Cedar elm,-97.74512611814319,30.263028876645897,29.564978544570323,1
19320488,Carya illinoinensis,Pecan,-97.7450743720002,30.2630964795964,Quercus fusiformis,Texas live oak,-97.7450568833381,30.263057484477603,15.255930064769867,1
19321739,Carya illinoinensis,Pecan,-97.7450743720002,30.2630964795964,Quercus fusiformis,Texas live oak,-97.74498224972089,30.2631148887844,29.794151130548684,1
19353973,Carya illinoinensis,Pecan,-97.72958779928899,30.3411546701866,Prunus mexicana,Mexican plum,-97.7296458110138,30.3411764207531,19.913871386235776,1
19362382,Carya illinoinensis,Pecan,-97.72958779928899,30.3411546701866,Quercus fusiformis,Texas live oak,-97.72962604322609,30.3410229893442,49.524880463396094,1
19373857,Carya illinoinensis,Pecan,-97.71419028473791,30.2489883004847,Cercis canadensis,Eastern redbud,-97.7142314034182,30.2490163414524,16.509438571358917,1
19374056,Carya illinoinensis,Pecan,-97.71419028473791,30.2489883004847,Cercis canadensis,Eastern redbud,-97.71404834119659,30.2489808875398,44.813953787640514,1
19382515,Carya illinoinensis,Pecan,-97.71419028473791,30.2489883004847,Quercus fusiformis,Texas live oak,-97.71428035938851,30.248963353201297,29.809545180664042,1
19390746,Carya illinoinensis,Pecan,-97.71419028473791,30.2489883004847,Quercus laceyi,Lacey oak,-97.7141971525814,30.2490866287169,35.93661648413774,1
19500181,Carya illinoinensis,Pecan,-97.7104771431143,30.2622914749399,Ulmus crassifolia,Cedar elm,-97.71033913976758,30.262243268928398,46.90619063146639,1
19504616,Carya illinoinensis,Pecan,-97.7104771431143,30.2622914749399,Sideroxylon lanuginosum,Gum bully,-97.7104667193598,30.262237821853798,19.846990424001078,1
19504624,Carya illinoinensis,Pecan,-97.7104771431143,30.2622914749399,Sideroxylon lanuginosum,Gum bully,-97.71042540054471,30.2623825805206,37.02004082036898,1
19504639,Carya illinoinensis,Pecan,-97.7104771431143,30.2622914749399,Sideroxylon lanuginosum,Gum bully,-97.7105389713518,30.262222193330302,31.911820487385178,1
19509392,Carya illinoinensis,Pecan,-97.7104771431143,30.2622914749399,Celtis laevigata,Sugarberry,-97.7103851429973,30.262224683020502,37.8694792565616,1
19510077,Carya illinoinensis,Pecan,-97.7104771431143,30.2622914749399,Celtis laevigata,Sugarberry,-97.71058973793609,30.2623815989642,48.37054283648488,1
19510336,Carya illinoinensis,Pecan,-97.7104771431143,30.2622914749399,Celtis laevigata,Sugarberry,-97.7103499654146,30.2623252856081,41.928846723914035,1
19510430,Carya illinoinensis,Pecan,-97.7104771431143,30.2622914749399,Celtis laevigata,Sugarberry,-97.71037458857279,30.262220149219605,41.48873047553093,1
19521605,Carya illinoinensis,Pecan,-97.7272908792786,30.2978456849898,Ulmus crassifolia,Cedar elm,-97.727375169888,30.2977383475934,47.310336169163506,1
19525966,Carya illinoinensis,Pecan,-97.7272908792786,30.2978456849898,Ulmus americana,American elm,-97.7273610011981,30.297770100917,35.32954753438072,1
19526079,Carya illinoinensis,Pecan,-97.7272908792786,30.2978456849898,Ulmus americana,American elm,-97.7273532363262,30.2979015474843,28.303819048413853,1
19546822,Carya illinoinensis,Pecan,-97.7258238366618,30.299728555766396,Quercus virginiana,Southern live oak,-97.72569792382049,30.299736225892897,39.758422029664054,1
19547037,Carya illinoinensis,Pecan,-97.7258238366618,30.299728555766396,Quercus virginiana,Southern live oak,-97.72567417654359,30.2997095323094,47.64784241703092,1
19547038,Carya illinoinensis,Pecan,-97.7258238366618,30.299728555766396,Quercus virginiana,Southern live oak,-97.72574756505259,30.299702003700197,25.90323393036767,1
19547057,Carya illinoinensis,Pecan,-97.7258238366618,30.299728555766396,Quercus virginiana,Southern live oak,-97.72577022670241,30.2996668473174,28.141211058333802,1
19548146,Carya illinoinensis,Pecan,-97.7258238366618,30.299728555766396,Quercus virginiana,Southern live oak,-97.7257009444834,30.2996924739215,40.88529909661451,1
19548298,Carya illinoinensis,Pecan,-97.7258238366618,30.299728555766396,Quercus virginiana,Southern live oak,-97.7258046667335,30.2996180416337,40.766598085875565,1
19550512,Carya illinoinensis,Pecan,-97.7258238366618,30.299728555766396,Celtis laevigata,Sugarberry,-97.7257407266984,30.299734566511997,26.269528811564687,1
19550665,Carya illinoinensis,Pecan,-97.7258238366618,30.299728555766396,Celtis laevigata,Sugarberry,-97.72572846736799,30.299758933112397,32.01826643871499,1
19550832,Carya illinoinensis,Pecan,-97.7258238366618,30.299728555766396,Celtis laevigata,Sugarberry,-97.7257453530321,30.299755700640002,26.630356672370194,1
19637595,Carya illinoinensis,Pecan,-97.726091724552,30.3069372464592,Cercis canadensis,Eastern redbud,-97.72596818568199,30.307002200277,45.556842687632994,1
19647811,Carya illinoinensis,Pecan,-97.726091724552,30.3069372464592,Ulmus americana,American elm,-97.72615306556641,30.307003925076103,31.0638889959505,1
19653523,Carya illinoinensis,Pecan,-97.726091724552,30.3069372464592,Juniperus virginiana,Eastern red-cedar,-97.7262179833274,30.3068725409484,46.24435167330063,1
19653591,Carya illinoinensis,Pecan,-97.726091724552,30.3069372464592,Juniperus virginiana,Eastern red-cedar,-97.7262314497341,30.306886786775497,47.70220499971235,1
19653770,Carya illinoinensis,Pecan,-97.726091724552,30.3069372464592,Juniperus virginiana,Eastern red-cedar,-97.7262346312726,30.3068933971065,47.76745156453125,1
19653880,Carya illinoinensis,Pecan,-97.726091724552,30.3069372464592,Juniperus virginiana,Eastern red-cedar,-97.7262046665344,30.306845674334003,48.79908801388574,1
19840860,Carya illinoinensis,Pecan,-97.691089904559,30.2596981653167,Prunus mexicana,Mexican plum,-97.69119509281259,30.2596668348223,35.06091230144453,1
19875421,Carya illinoinensis,Pecan,-97.7106443580533,30.260899282999002,Celtis laevigata,Sugarberry,-97.7105417797316,30.260962999440302,39.81292889331412,1
19875933,Carya illinoinensis,Pecan,-97.7106443580533,30.260899282999002,Prosopis glandulosa,Honey mesquite,-97.7105296904554,30.260979996712603,46.61072443968274,1
19895085,Carya illinoinensis,Pecan,-97.7106510849793,30.260956051090698,Celtis laevigata,Sugarberry,-97.710520726473,30.260999725299698,44.058180887459876,1
19895604,Carya illinoinensis,Pecan,-97.7106510849793,30.260956051090698,Celtis laevigata,Sugarberry,-97.7107460746015,30.2610433936189,43.71712800802825,1
19895707,Carya illinoinensis,Pecan,-97.7106510849793,30.260956051090698,Celtis laevigata,Sugarberry,-97.7105417797316,30.260962999440302,34.535558135605996,1
19896219,Carya illinoinensis,Pecan,-97.7106510849793,30.260956051090698,Prosopis glandulosa,Honey mesquite,-97.7105296904554,30.260979996712603,39.236586334794936,1
19901292,Carya illinoinensis,Pecan,-97.73866488316759,30.293376838640004,Cercis canadensis,Eastern redbud,-97.7385337036003,30.293438128362897,46.98292463510544,1
19901382,Carya illinoinensis,Pecan,-97.73866488316759,30.293376838640004,Cercis canadensis,Eastern redbud,-97.7385365732338,30.2934551559332,49.49628073076829,1
19915376,Carya illinoinensis,Pecan,-97.73866488316759,30.293376838640004,Celtis laevigata,Sugarberry,-97.738765204853,30.2934306307103,37.198641451537284,1
19915606,Carya illinoinensis,Pecan,-97.73866488316759,30.293376838640004,Celtis laevigata,Sugarberry,-97.7386466041686,30.2933659346281,6.998347157281952,1
19915986,Carya illinoinensis,Pecan,-97.73866488316759,30.293376838640004,Celtis laevigata,Sugarberry,-97.7385407280855,30.293306528421603,46.769839157892214,1
19929083,Carya illinoinensis,Pecan,-97.73199519218541,30.2500154569041,Quercus fusiformis,Texas live oak,-97.7320296514732,30.2501356862758,45.185523245926184,1
19973115,Carya illinoinensis,Pecan,-97.7259520068499,30.299588062754,Quercus virginiana,Southern live oak,-97.72602049127708,30.299520366844,32.790597830613734,1
19974304,Carya illinoinensis,Pecan,-97.7259520068499,30.299588062754,Quercus virginiana,Southern live oak,-97.7258046667335,30.2996180416337,47.68027355074355,1
19975926,Carya illinoinensis,Pecan,-97.7259520068499,30.299588062754,Celtis laevigata,Sugarberry,-97.7259465016652,30.299626400640804,14.09322831705918,1
19976254,Carya illinoinensis,Pecan,-97.7259520068499,30.299588062754,Celtis laevigata,Sugarberry,-97.7260177840963,30.2995431673024,26.410360562027066,1
20020816,Carya illinoinensis,Pecan,-97.7303857914453,30.2051310953197,Quercus rubra,Northern red oak,-97.7304392989645,30.205197118027602,29.406234441298544,1
20034485,Carya illinoinensis,Pecan,-97.7590367902036,30.3627700955031,Quercus virginiana,Southern live oak,-97.75892563992309,30.362713682446103,40.59143315960372,1
20034889,Carya illinoinensis,Pecan,-97.7590367902036,30.3627700955031,Quercus virginiana,Southern live oak,-97.7589217394784,30.362717207210604,41.034263200979964,1
20035140,Carya illinoinensis,Pecan,-97.7590367902036,30.3627700955031,Quercus virginiana,Southern live oak,-97.75891567261749,30.362801933635698,39.85490313891886,1
20061646,Carya illinoinensis,Pecan,-97.71526985771669,30.3367296899898,Persea borbonia,Red bay,-97.71518470249771,30.3368273766956,44.5970789325239,1
20145799,Carya illinoinensis,Pecan,-97.728395933439,30.249418847090897,Quercus macrocarpa,Bur oak,-97.7282798454964,30.2494029549712,37.0404968101492,1
20151744,Carya illinoinensis,Pecan,-97.728395933439,30.249418847090897,Quercus fusiformis,Texas live oak,-97.7283558402969,30.249346743140396,29.18159161107057,1
20152737,Carya illinoinensis,Pecan,-97.728395933439,30.249418847090897,Quercus fusiformis,Texas live oak,-97.72827917026329,30.2494737895881,41.90167335870466,1
20152738,Carya illinoinensis,Pecan,-97.728395933439,30.249418847090897,Quercus fusiformis,Texas live oak,-97.7283836357558,30.2495306183744,40.959334534951914,1
